년도,시도,시군구,읍면동,정상_평균_속도,전체_차량_주행_거리,승용차_주행_거리,버스_주행_거리,화물차_주행_거리,전체_연평균_교통량,승용차_연평균_교통량,버스_연평균_교통량,화물차_연평균_교통량,평균_속도,교통_혼잡_빈도,교통_혼잡_시간,교통_혼잡_평균_속도
2017년,강원도,횡성군,강림면,59.25,17512.0,14374.0,171.0,2967.0,365.0,299.0,4.0,62.0,52.01,38.3,46.28,28.54
2017년,경기도,가평군,가평읍,54.07,339511.0,265645.0,2972.0,70894.0,1727.0,1352.0,15.0,361.0,36.87,64.34,70.15,24.03
2017년,경기도,가평군,설악면,61.96,927254.0,738247.0,38052.0,150956.0,4239.0,3375.0,174.0,690.0,46.65,38.07,46.07,29.32
2017년,경기도,가평군,청평면,63.19,631275.0,492143.0,7436.0,131697.0,4247.0,3311.0,50.0,886.0,42.48,79.95,85.32,28.88
2017년,경기도,가평군,상면,54.93,320970.0,252669.0,3170.0,65130.0,2059.0,1620.0,20.0,418.0,45.58,28.37,35.63,24.0
2017년,경기도,가평군,북면,70.02,104864.0,84576.0,924.0,19363.0,728.0,587.0,6.0,134.0,49.95,80.91,83.97,37.89
2017년,경기도,가평군,조종면,52.91,74949.0,60515.0,655.0,13779.0,675.0,545.0,6.0,124.0,41.5,41.25,47.86,23.24
2017년,경기도,덕양구,주교동,55.93,541082.0,383355.0,8047.0,149680.0,17235.0,12211.0,256.0,4768.0,36.73,40.04,47.37,20.45
2017년,경기도,덕양구,원신동,52.98,645215.0,478898.0,8666.0,157652.0,14253.0,10579.0,191.0,3482.0,34.52,48.69,54.67,22.47
2017년,경기도,덕양구,흥도동,45.93,533221.0,439010.0,2814.0,91396.0,6339.0,5219.0,33.0,1087.0,32.59,22.69,35.55,17.39
2017년,경기도,덕양구,성사1동,53.56,235570.0,174016.0,1976.0,59579.0,10131.0,7484.0,85.0,2562.0,28.33,40.45,48.71,18.05
2017년,경기도,덕양구,성사2동,52.43,112092.0,86255.0,787.0,25051.0,9590.0,7379.0,67.0,2143.0,26.38,62.86,70.16,19.43
2017년,경기도,덕양구,효자동,57.72,154931.0,127054.0,699.0,27178.0,7915.0,6491.0,36.0,1388.0,45.48,55.8,66.86,29.53
2017년,경기도,덕양구,삼송동,47.69,187637.0,146353.0,2103.0,39181.0,5028.0,3922.0,56.0,1050.0,30.0,50.16,57.58,18.14
2017년,경기도,덕양구,창릉동,46.11,367451.0,308403.0,1393.0,57655.0,6668.0,5597.0,25.0,1046.0,34.31,29.67,46.43,17.6
2017년,경기도,덕양구,고양동,54.47,867155.0,660233.0,9046.0,197877.0,12255.0,9330.0,128.0,2796.0,31.89,72.94,77.75,22.93
2017년,경기도,덕양구,관산동,55.67,335114.0,268102.0,2993.0,64019.0,6258.0,5007.0,56.0,1196.0,33.58,82.45,86.23,19.28
2017년,경기도,덕양구,능곡동,56.67,2536049.0,1882669.0,36634.0,616747.0,31005.0,23017.0,448.0,7540.0,46.21,40.18,47.93,25.5
2017년,경기도,덕양구,화정1동,43.85,203472.0,146224.0,1268.0,55980.0,6378.0,4584.0,40.0,1755.0,22.76,51.81,67.06,14.72
2017년,경기도,덕양구,화정2동,41.2,144802.0,106414.0,784.0,37604.0,6852.0,5035.0,37.0,1779.0,23.62,27.06,46.76,14.31
2017년,경기도,덕양구,행주동,54.4,1019146.0,768436.0,11152.0,239558.0,21586.0,16276.0,236.0,5074.0,37.25,36.09,46.17,22.52
2017년,경기도,덕양구,행신1동,41.68,48943.0,33410.0,223.0,15310.0,3691.0,2520.0,17.0,1155.0,20.35,33.61,57.01,13.18
2017년,경기도,덕양구,행신2동,48.2,364390.0,283534.0,3007.0,77848.0,9322.0,7254.0,77.0,1992.0,30.71,13.89,24.66,16.29
2017년,경기도,덕양구,화전동,45.35,207580.0,176755.0,644.0,30181.0,8634.0,7352.0,27.0,1255.0,34.67,19.59,40.38,17.33
2017년,경기도,덕양구,대덕동,53.23,1184783.0,919943.0,20365.0,244476.0,24413.0,18956.0,420.0,5038.0,43.32,43.39,58.61,23.46
2017년,경기도,덕양구,행신3동,42.64,233552.0,184112.0,1275.0,48166.0,6819.0,5376.0,37.0,1406.0,24.63,24.03,41.86,14.02
2017년,경기도,일산동구,식사동,42.57,349357.0,245721.0,2099.0,101537.0,7044.0,4954.0,42.0,2047.0,27.24,51.95,67.45,16.22
2017년,경기도,일산동구,중산동,39.04,146852.0,97693.0,638.0,48520.0,4578.0,3046.0,20.0,1513.0,21.28,63.73,79.61,14.88
2017년,경기도,일산동구,정발산동,44.07,238135.0,180282.0,1551.0,56303.0,7371.0,5580.0,48.0,1743.0,26.89,27.26,47.36,15.13
2017년,경기도,일산동구,풍산동,44.03,358106.0,252412.0,3335.0,102359.0,7524.0,5303.0,70.0,2151.0,26.66,36.25,53.66,15.64
2017년,경기도,일산동구,백석1동,44.66,248599.0,178413.0,1651.0,68535.0,9661.0,6933.0,64.0,2663.0,26.71,29.13,51.23,13.8
2017년,경기도,일산동구,마두1동,44.57,308221.0,228365.0,2046.0,77810.0,10630.0,7876.0,71.0,2684.0,25.6,28.4,51.66,13.8
2017년,경기도,일산동구,마두2동,40.69,42841.0,30787.0,197.0,11857.0,5771.0,4147.0,27.0,1597.0,21.07,44.64,68.65,13.14
2017년,경기도,일산동구,장항1동,49.37,1022123.0,784418.0,10743.0,226961.0,17976.0,13796.0,189.0,3992.0,39.24,16.38,25.53,20.33
2017년,경기도,일산동구,장항2동,42.32,307811.0,236053.0,2111.0,69647.0,8448.0,6478.0,58.0,1911.0,22.63,32.61,54.98,13.91
2017년,경기도,일산동구,고봉동,48.4,519077.0,406053.0,3421.0,109603.0,5448.0,4262.0,36.0,1150.0,33.49,56.36,68.03,20.1
2017년,경기도,일산동구,백석2동,43.26,134971.0,97472.0,793.0,36706.0,6764.0,4885.0,40.0,1840.0,24.41,35.36,59.18,13.61
2017년,경기도,일산서구,일산1동,40.47,57025.0,42286.0,193.0,14546.0,3134.0,2324.0,11.0,799.0,20.91,73.66,86.37,15.77
2017년,경기도,일산서구,일산2동,41.99,180056.0,134171.0,1111.0,44773.0,6756.0,5034.0,42.0,1680.0,21.1,71.88,84.37,16.03
2017년,경기도,일산서구,일산3동,45.07,149393.0,117354.0,1023.0,31016.0,8154.0,6405.0,56.0,1693.0,22.24,26.91,47.94,12.62
2017년,경기도,일산서구,탄현동,39.17,125770.0,94634.0,653.0,30484.0,5012.0,3771.0,26.0,1215.0,19.92,45.82,69.88,13.03
2017년,경기도,일산서구,주엽1동,40.8,96368.0,76320.0,599.0,19450.0,6645.0,5262.0,41.0,1341.0,21.26,32.28,55.84,12.97
2017년,경기도,일산서구,주엽2동,41.42,70827.0,56206.0,473.0,14149.0,4365.0,3464.0,29.0,872.0,20.6,35.54,61.97,12.39
2017년,경기도,일산서구,대화동,44.34,393940.0,314227.0,2937.0,76777.0,6161.0,4914.0,46.0,1201.0,26.52,49.86,67.36,15.39
2017년,경기도,일산서구,송포동,53.95,1425235.0,1102012.0,16009.0,307214.0,18327.0,14170.0,206.0,3950.0,42.77,19.82,26.66,22.24
2017년,경기도,일산서구,송산동,50.24,999671.0,789167.0,8575.0,201929.0,8930.0,7049.0,77.0,1804.0,32.85,31.11,40.51,19.14
2017년,경기도,과천시,중앙동,42.07,86108.0,80347.0,287.0,5474.0,4486.0,4186.0,15.0,285.0,26.15,23.53,42.09,15.26
2017년,경기도,과천시,갈현동,53.13,322842.0,280999.0,2372.0,39471.0,12664.0,11023.0,93.0,1548.0,34.52,67.62,75.66,20.75
2017년,경기도,과천시,별양동,41.85,50012.0,46661.0,178.0,3173.0,6047.0,5641.0,22.0,384.0,20.83,38.84,59.38,14.63
2017년,경기도,과천시,부림동,39.48,7926.0,7502.0,15.0,409.0,3289.0,3113.0,6.0,170.0,20.89,65.11,83.57,14.25
2017년,경기도,과천시,과천동,48.99,935133.0,793046.0,6187.0,135901.0,13957.0,11836.0,92.0,2028.0,32.61,55.45,65.64,17.97
2017년,경기도,과천시,문원동,46.79,624720.0,495925.0,7054.0,121741.0,17247.0,13692.0,195.0,3361.0,36.7,48.78,57.12,21.88
2017년,경기도,광명시,광명1동,43.59,17142.0,10889.0,55.0,6198.0,3818.0,2425.0,12.0,1380.0,22.67,83.59,92.96,17.49
2017년,경기도,광명시,광명2동,40.45,26490.0,18630.0,139.0,7722.0,13212.0,9292.0,69.0,3851.0,19.62,74.35,87.52,15.2
2017년,경기도,광명시,광명3동,38.43,60959.0,42888.0,334.0,17737.0,14657.0,10312.0,80.0,4265.0,19.69,50.85,73.6,13.73
2017년,경기도,광명시,광명4동,34.12,20319.0,14026.0,100.0,6192.0,8338.0,5756.0,41.0,2541.0,16.1,67.33,84.96,12.98
2017년,경기도,광명시,광명5동,39.34,6553.0,4121.0,15.0,2417.0,2938.0,1848.0,7.0,1084.0,22.53,60.45,81.6,14.7
2017년,경기도,광명시,광명6동,46.67,129495.0,89168.0,522.0,39805.0,7897.0,5437.0,32.0,2427.0,32.85,22.39,41.77,15.56
2017년,경기도,광명시,광명7동,42.2,105869.0,73601.0,623.0,31644.0,7672.0,5333.0,45.0,2293.0,23.74,30.59,54.43,14.88
2017년,경기도,광명시,철산1동,41.6,151870.0,112764.0,1368.0,37738.0,13862.0,10292.0,125.0,3444.0,25.56,20.69,40.49,14.8
2017년,경기도,광명시,철산2동,42.6,112996.0,81136.0,858.0,31002.0,12050.0,8653.0,91.0,3306.0,23.05,31.91,57.09,13.46
2017년,경기도,광명시,철산3동,41.83,247930.0,176699.0,1677.0,69554.0,12255.0,8734.0,83.0,3438.0,21.63,35.91,63.51,13.12
2017년,경기도,광명시,철산4동,39.92,9661.0,5624.0,14.0,4023.0,2407.0,1401.0,4.0,1002.0,22.17,71.48,84.85,15.84
2017년,경기도,광명시,하안1동,42.39,218156.0,154106.0,1193.0,62858.0,9887.0,6984.0,54.0,2849.0,25.76,23.45,43.44,14.68
2017년,경기도,광명시,하안2동,41.74,73450.0,50673.0,311.0,22466.0,8426.0,5813.0,36.0,2577.0,19.42,39.06,64.15,12.6
2017년,경기도,광명시,하안3동,40.92,83433.0,56173.0,319.0,26941.0,6669.0,4490.0,26.0,2153.0,18.59,46.82,72.43,12.52
2017년,경기도,광명시,하안4동,40.62,104715.0,74908.0,678.0,29129.0,11746.0,8402.0,76.0,3267.0,21.83,40.77,66.17,13.73
2017년,경기도,광명시,소하1동,45.91,625248.0,455126.0,4143.0,165978.0,13706.0,9976.0,91.0,3638.0,29.09,31.24,51.45,14.42
2017년,경기도,광명시,소하2동,55.19,818470.0,599828.0,9275.0,209367.0,12731.0,9330.0,144.0,3257.0,35.97,40.87,55.75,17.57
2017년,경기도,광명시,학온동,55.74,763288.0,553261.0,8623.0,201404.0,14425.0,10456.0,163.0,3806.0,42.55,27.88,40.57,17.86
2017년,경기도,광주시,오포읍,46.11,1160685.0,887604.0,9728.0,263353.0,7906.0,6046.0,66.0,1794.0,31.28,49.79,61.72,19.19
2017년,경기도,광주시,초월읍,59.86,2243533.0,1628765.0,43657.0,571111.0,13437.0,9755.0,261.0,3420.0,41.19,36.04,48.07,24.68
2017년,경기도,광주시,곤지암읍,54.57,1483908.0,1131191.0,24731.0,327986.0,7698.0,5868.0,128.0,1701.0,39.14,32.4,44.31,21.4
2017년,경기도,광주시,도척면,65.54,1159871.0,826569.0,29157.0,304145.0,9705.0,6916.0,244.0,2545.0,49.22,36.2,43.73,29.23
2017년,경기도,광주시,퇴촌면,61.97,322366.0,252359.0,2095.0,67912.0,4206.0,3293.0,27.0,886.0,42.51,69.36,74.37,29.8
2017년,경기도,광주시,남종면,91.8,123447.0,97184.0,844.0,25419.0,3070.0,2417.0,21.0,632.0,46.1,94.16,96.7,41.31
2017년,경기도,광주시,남한산성면,77.14,1196590.0,836824.0,26608.0,333158.0,14738.0,10307.0,328.0,4103.0,55.79,50.3,60.49,37.8
2017년,경기도,광주시,경안동,43.38,460887.0,350546.0,2208.0,108134.0,7617.0,5793.0,36.0,1787.0,26.32,27.64,44.95,15.38
2017년,경기도,광주시,송정동,43.49,478106.0,361461.0,2943.0,113702.0,6191.0,4680.0,38.0,1472.0,25.23,55.77,67.03,16.79
2017년,경기도,광주시,광남1동·2동,49.92,1542033.0,1171899.0,12810.0,357324.0,11753.0,8932.0,98.0,2724.0,35.29,29.05,37.47,19.61
2017년,경기도,구리시,갈매동,53.74,423639.0,323412.0,5272.0,94956.0,8938.0,6823.0,111.0,2003.0,37.02,57.67,68.02,19.6
2017년,경기도,구리시,동구동,55.4,1449090.0,1063664.0,21435.0,363991.0,20392.0,14968.0,302.0,5122.0,34.76,69.5,77.93,22.39
2017년,경기도,구리시,인창동,49.83,214149.0,168894.0,2526.0,42729.0,7234.0,5705.0,85.0,1443.0,26.06,79.26,86.03,17.38
2017년,경기도,구리시,교문1동,66.56,731036.0,572755.0,7983.0,150298.0,13862.0,10860.0,151.0,2850.0,39.09,43.98,52.72,21.77
2017년,경기도,구리시,교문2동,49.05,96286.0,79215.0,801.0,16270.0,7983.0,6567.0,66.0,1349.0,24.91,82.42,90.35,16.54
2017년,경기도,구리시,수택1동,41.81,193762.0,149542.0,2229.0,41991.0,9675.0,7467.0,111.0,2097.0,22.98,71.36,81.8,16.09
2017년,경기도,구리시,수택2동,40.25,34148.0,28598.0,238.0,5312.0,4091.0,3426.0,28.0,636.0,19.7,46.2,68.97,13.29
2017년,경기도,구리시,수택3동,48.62,921251.0,696428.0,13191.0,211632.0,18313.0,13844.0,262.0,4207.0,33.24,53.65,64.06,17.81
2017년,경기도,군포시,군포1동,41.03,328372.0,296743.0,1479.0,30150.0,5571.0,5035.0,25.0,512.0,23.66,51.66,69.56,15.48
2017년,경기도,군포시,군포2동,44.75,825725.0,659385.0,11080.0,155260.0,9703.0,7749.0,130.0,1824.0,27.95,58.17,70.51,17.26
2017년,경기도,군포시,산본1동,47.91,97883.0,89984.0,376.0,7522.0,7051.0,6482.0,27.0,542.0,28.73,25.43,49.23,14.66
2017년,경기도,군포시,산본2동,45.29,280993.0,227348.0,2888.0,50757.0,14683.0,11880.0,151.0,2652.0,29.91,46.05,63.58,15.53
2017년,경기도,군포시,금정동,45.58,165580.0,150241.0,740.0,14599.0,7569.0,6868.0,34.0,667.0,25.99,45.62,64.53,15.32
2017년,경기도,군포시,재궁동,39.17,67069.0,59429.0,263.0,7377.0,6391.0,5663.0,25.0,703.0,23.04,34.08,60.71,14.68
2017년,경기도,군포시,오금동,48.07,123804.0,107975.0,848.0,14980.0,11888.0,10368.0,81.0,1438.0,27.24,20.56,38.5,14.23
2017년,경기도,군포시,수리동,44.64,41379.0,38142.0,143.0,3093.0,4371.0,4029.0,15.0,327.0,26.11,39.89,61.76,15.46
2017년,경기도,군포시,궁내동,38.46,44735.0,40467.0,212.0,4056.0,6324.0,5720.0,30.0,573.0,21.71,25.83,44.43,14.5
2017년,경기도,군포시,광정동,42.15,160225.0,141127.0,834.0,18264.0,8982.0,7912.0,47.0,1024.0,21.77,32.39,53.7,13.61
2017년,경기도,군포시,대야동,59.86,1334859.0,986363.0,27993.0,320503.0,19120.0,14128.0,401.0,4591.0,43.65,54.26,62.99,23.01
2017년,경기도,김포시,통진읍,50.3,722839.0,598431.0,7160.0,117248.0,7503.0,6211.0,74.0,1217.0,34.83,65.04,73.27,20.02
2017년,경기도,김포시,고촌읍,58.01,2791760.0,2185375.0,32716.0,573670.0,16890.0,13222.0,198.0,3471.0,42.0,50.42,56.95,24.28
2017년,경기도,김포시,양촌읍,49.75,1271797.0,1028699.0,11744.0,231355.0,7394.0,5981.0,68.0,1345.0,35.07,44.91,56.43,19.29
2017년,경기도,김포시,대곶면,46.78,828666.0,676525.0,6769.0,145372.0,6089.0,4971.0,50.0,1068.0,36.78,38.78,50.3,20.7
2017년,경기도,김포시,월곶면,50.35,373575.0,311772.0,4680.0,57124.0,4941.0,4124.0,62.0,756.0,37.15,68.64,75.34,22.68
2017년,경기도,김포시,하성면,53.36,222443.0,193990.0,1269.0,27184.0,3470.0,3026.0,20.0,424.0,40.38,45.7,53.33,20.82
2017년,경기도,김포시,사우동,41.22,181540.0,153873.0,1313.0,26355.0,6690.0,5670.0,48.0,971.0,22.34,33.13,50.5,15.05
2017년,경기도,김포시,풍무동,40.78,130169.0,114844.0,712.0,14614.0,3451.0,3044.0,19.0,387.0,24.08,58.5,71.87,16.38
2017년,경기도,김포시,장기동,46.2,295374.0,252634.0,1910.0,40830.0,5970.0,5106.0,39.0,825.0,31.34,23.61,41.97,16.33
2017년,경기도,김포시,구래동,45.44,284937.0,237134.0,1900.0,45903.0,4990.0,4153.0,33.0,804.0,28.51,39.46,53.77,15.91
2017년,경기도,김포시,운양동,56.78,821786.0,675425.0,7328.0,139033.0,11038.0,9072.0,98.0,1867.0,38.74,20.83,28.11,19.85
2017년,경기도,김포시,김포본동,48.68,1025839.0,837876.0,9237.0,178727.0,13403.0,10947.0,121.0,2335.0,32.71,28.06,38.5,19.87
2017년,경기도,김포시,장기본동,45.95,236790.0,198671.0,1720.0,36399.0,7427.0,6231.0,54.0,1142.0,27.19,37.8,51.41,15.12
2017년,경기도,남양주시,와부읍,53.34,1317095.0,1048126.0,27797.0,241171.0,9572.0,7617.0,202.0,1753.0,35.13,49.46,57.37,21.73
2017년,경기도,남양주시,진접읍,49.69,1648542.0,1230984.0,12374.0,405183.0,8407.0,6277.0,63.0,2066.0,32.52,47.72,59.26,19.31
2017년,경기도,남양주시,화도읍,53.22,1804485.0,1430544.0,33000.0,340940.0,7869.0,6239.0,144.0,1487.0,33.61,40.25,50.27,20.6
2017년,경기도,남양주시,진건읍,55.26,1381945.0,1041912.0,13775.0,326258.0,10514.0,7927.0,105.0,2482.0,38.32,43.25,52.75,22.46
2017년,경기도,남양주시,오남읍,48.45,226745.0,171604.0,897.0,54244.0,4293.0,3249.0,17.0,1027.0,25.27,53.31,66.07,17.92
2017년,경기도,남양주시,별내면,60.09,504075.0,375477.0,7377.0,121220.0,9038.0,6732.0,132.0,2173.0,43.28,44.81,54.67,23.84
2017년,경기도,남양주시,퇴계원읍,45.28,151625.0,118681.0,1360.0,31584.0,5479.0,4288.0,49.0,1141.0,25.81,30.04,41.34,16.52
2017년,경기도,남양주시,수동면,56.07,140511.0,116777.0,756.0,22978.0,1725.0,1434.0,9.0,282.0,36.98,66.11,71.43,24.56
2017년,경기도,남양주시,조안면,58.55,377509.0,296024.0,4908.0,76578.0,4947.0,3879.0,64.0,1004.0,45.51,54.94,61.51,25.08
2017년,경기도,남양주시,호평동,45.87,373974.0,290607.0,3840.0,79527.0,6915.0,5373.0,71.0,1470.0,26.66,29.26,42.48,15.72
2017년,경기도,남양주시,평내동,48.62,361949.0,279927.0,3178.0,78844.0,7710.0,5963.0,68.0,1679.0,27.56,27.9,40.83,16.87
2017년,경기도,남양주시,금곡동,43.12,159008.0,124404.0,970.0,33634.0,6381.0,4993.0,39.0,1350.0,27.52,20.07,41.44,14.61
2017년,경기도,남양주시,양정동,57.94,798765.0,624581.0,9793.0,164392.0,12158.0,9507.0,149.0,2502.0,44.08,42.55,50.59,23.82
2017년,경기도,남양주시,별내동,51.17,1391030.0,1047629.0,19183.0,324219.0,10117.0,7619.0,140.0,2358.0,34.18,35.73,46.67,16.85
2017년,경기도,남양주시,다산1동,44.66,324663.0,246715.0,3278.0,74671.0,4758.0,3616.0,48.0,1094.0,29.55,66.19,77.03,18.16
2017년,경기도,남양주시,다산2동,50.43,423975.0,329457.0,4140.0,90378.0,11654.0,9056.0,114.0,2484.0,32.74,30.11,45.05,17.88
2017년,경기도,동두천시,생연1동,42.23,32293.0,25502.0,112.0,6679.0,1859.0,1468.0,6.0,384.0,27.88,51.03,64.52,17.59
2017년,경기도,동두천시,생연2동,39.88,59205.0,45904.0,300.0,13001.0,4103.0,3181.0,21.0,901.0,24.11,42.13,58.67,16.42
2017년,경기도,동두천시,중앙동,42.08,56585.0,43688.0,348.0,12549.0,4887.0,3773.0,30.0,1084.0,26.5,22.43,36.51,16.46
2017년,경기도,동두천시,보산동,44.74,38181.0,29414.0,241.0,8527.0,3932.0,3029.0,25.0,878.0,29.54,45.55,55.97,20.15
2017년,경기도,동두천시,불현동,50.5,222314.0,172699.0,686.0,48929.0,2869.0,2228.0,9.0,631.0,31.29,75.34,82.71,22.81
2017년,경기도,동두천시,소요동,48.84,236499.0,182446.0,1558.0,52495.0,2900.0,2237.0,19.0,644.0,33.24,48.34,54.88,18.39
2017년,경기도,동두천시,상패동,49.15,142269.0,110392.0,999.0,30878.0,5133.0,3983.0,36.0,1114.0,36.27,35.22,46.97,19.05
2017년,경기도,동두천시,송내동,45.04,217053.0,166149.0,1421.0,49483.0,4137.0,3167.0,27.0,943.0,25.84,47.29,57.19,15.92
2017년,경기도,부천시,심곡동,48.56,64654.0,59235.0,277.0,5143.0,7460.0,6835.0,32.0,593.0,19.63,74.16,88.4,13.69
2017년,경기도,부천시,심곡동,40.74,27519.0,25680.0,107.0,1733.0,5572.0,5199.0,22.0,351.0,19.55,64.88,81.45,14.73
2017년,경기도,부천시,심곡동,42.06,50417.0,46153.0,225.0,4039.0,8870.0,8120.0,40.0,711.0,25.63,46.56,70.09,14.75
2017년,경기도,부천시,심곡동,52.98,32513.0,28195.0,169.0,4148.0,11157.0,9676.0,58.0,1424.0,28.92,41.03,62.32,16.12
2017년,경기도,부천시,심곡동,38.56,39179.0,34183.0,197.0,4799.0,9551.0,8333.0,48.0,1170.0,18.79,56.28,73.25,12.92
2017년,경기도,부천시,부천동,48.83,59980.0,53543.0,269.0,6168.0,7001.0,6249.0,31.0,720.0,24.32,47.5,60.62,15.75
2017년,경기도,부천시,부천동,38.73,67124.0,57342.0,304.0,9477.0,6559.0,5603.0,30.0,926.0,23.44,39.26,54.8,15.87
2017년,경기도,부천시,부천동,36.88,28913.0,26227.0,103.0,2583.0,3455.0,3134.0,12.0,309.0,18.92,52.11,71.33,14.09
2017년,경기도,부천시,부천동,47.29,263271.0,225481.0,1383.0,36407.0,13473.0,11539.0,71.0,1863.0,28.65,25.22,43.82,15.1
2017년,경기도,부천시,부천동,49.07,100910.0,91248.0,467.0,9194.0,6598.0,5967.0,31.0,601.0,23.15,79.39,89.23,16.5
2017년,경기도,부천시,중동,39.15,48762.0,45435.0,215.0,3112.0,6991.0,6514.0,31.0,446.0,23.02,40.63,66.68,14.34
2017년,경기도,부천시,중동,42.38,144265.0,126042.0,1247.0,16977.0,11855.0,10358.0,102.0,1395.0,24.58,39.63,66.27,13.43
2017년,경기도,부천시,상동,42.97,43702.0,41349.0,172.0,2182.0,6041.0,5716.0,24.0,302.0,26.66,48.68,75.12,14.36
2017년,경기도,부천시,신중동,43.26,115672.0,100633.0,880.0,14158.0,13067.0,11368.0,99.0,1599.0,22.34,30.35,64.63,12.68
2017년,경기도,부천시,신중동,40.69,103324.0,93017.0,556.0,9750.0,5697.0,5129.0,31.0,538.0,21.3,34.9,61.86,13.6
2017년,경기도,부천시,신중동,41.43,276702.0,249097.0,1562.0,26043.0,9764.0,8790.0,55.0,919.0,21.04,40.1,67.23,12.96
2017년,경기도,부천시,신중동,42.54,159543.0,146083.0,694.0,12766.0,6107.0,5592.0,27.0,489.0,22.18,34.29,60.1,13.66
2017년,경기도,부천시,신중동,40.91,93518.0,86498.0,381.0,6639.0,6017.0,5566.0,25.0,427.0,22.46,39.08,65.4,14.09
2017년,경기도,부천시,상동,43.17,598126.0,486925.0,7980.0,103221.0,14125.0,11499.0,188.0,2438.0,21.07,69.6,84.5,13.83
2017년,경기도,부천시,상동,45.8,402058.0,338321.0,3903.0,59834.0,14902.0,12539.0,145.0,2218.0,26.87,45.85,66.71,14.87
2017년,경기도,부천시,대산동,39.86,76332.0,67090.0,385.0,8857.0,6469.0,5686.0,33.0,751.0,17.44,85.01,89.65,15.21
2017년,경기도,부천시,대산동,45.8,42523.0,38381.0,220.0,3922.0,7476.0,6748.0,39.0,690.0,22.51,89.22,94.65,17.56
2017년,경기도,부천시,대산동,42.42,167553.0,142019.0,1739.0,23796.0,6846.0,5803.0,71.0,972.0,22.43,75.26,86.64,16.34
2017년,경기도,부천시,대산동,41.91,80367.0,73412.0,427.0,6529.0,5303.0,4844.0,28.0,431.0,23.76,73.87,83.72,17.51
2017년,경기도,부천시,소사본동,48.37,186124.0,158229.0,1138.0,26756.0,9454.0,8037.0,58.0,1359.0,19.75,70.77,84.7,15.01
2017년,경기도,부천시,소사본동,41.19,72291.0,62323.0,436.0,9532.0,5783.0,4985.0,35.0,763.0,22.81,45.28,73.12,14.02
2017년,경기도,부천시,범안동,38.31,46598.0,40552.0,183.0,5863.0,4644.0,4041.0,18.0,584.0,18.91,78.09,87.86,15.23
2017년,경기도,부천시,범안동,42.27,204554.0,171413.0,1190.0,31951.0,5495.0,4605.0,32.0,858.0,27.35,20.47,36.71,14.96
2017년,경기도,부천시,범안동,47.13,139017.0,116459.0,595.0,21963.0,6571.0,5505.0,28.0,1038.0,28.7,62.12,73.91,16.76
2017년,경기도,부천시,성곡동,47.29,510968.0,428821.0,2495.0,79652.0,12260.0,10289.0,60.0,1911.0,27.72,60.35,75.66,15.49
2017년,경기도,부천시,성곡동,48.51,366164.0,298800.0,2615.0,64749.0,22242.0,18150.0,159.0,3933.0,32.75,58.46,67.7,19.13
