년도,시도,시군구,읍면동,정상_평균_속도,전체_차량_주행_거리,승용차_주행_거리,버스_주행_거리,화물차_주행_거리,전체_연평균_교통량,승용차_연평균_교통량,버스_연평균_교통량,화물차_연평균_교통량,평균_속도,교통_혼잡_빈도,교통_혼잡_시간,교통_혼잡_평균_속도
2017년,서울특별시,성동구,마장동,47.06,245448.0,197787.0,1411.0,46249.0,17036.0,13728.0,98.0,3210.0,30.63,36.2,57.99,18.36
2017년,서울특별시,성동구,사근동,46.22,183345.0,147572.0,1411.0,34363.0,12091.0,9732.0,93.0,2266.0,29.87,37.37,60.77,15.86
2017년,서울특별시,성동구,행당1동,40.66,120012.0,96060.0,719.0,23234.0,10545.0,8440.0,63.0,2041.0,24.25,35.5,61.08,14.79
2017년,서울특별시,성동구,행당2동,39.68,9483.0,7382.0,44.0,2057.0,2940.0,2288.0,14.0,638.0,19.28,46.1,72.61,13.77
2017년,서울특별시,성동구,응봉동,46.64,63266.0,50579.0,389.0,12298.0,8808.0,7041.0,54.0,1712.0,29.38,29.13,49.4,16.2
2017년,서울특별시,성동구,금호1가동,38.45,40438.0,31568.0,178.0,8692.0,6269.0,4894.0,28.0,1347.0,22.8,47.34,67.52,14.97
2017년,서울특별시,성동구,금호4가동,47.42,336578.0,266858.0,2591.0,67129.0,27039.0,21438.0,208.0,5393.0,29.72,33.62,59.54,15.03
2017년,서울특별시,성동구,성수1가1동,49.73,425915.0,334851.0,6711.0,84353.0,21977.0,17278.0,346.0,4353.0,31.11,50.72,72.38,16.01
2017년,서울특별시,성동구,성수1가2동,49.7,345390.0,278904.0,3583.0,62903.0,24466.0,19757.0,254.0,4456.0,32.61,58.92,74.03,17.59
2017년,서울특별시,성동구,성수2가1동,49.77,337777.0,265275.0,4167.0,68336.0,21687.0,17032.0,268.0,4388.0,26.81,77.87,88.79,18.97
2017년,서울특별시,성동구,성수2가3동,50.54,80478.0,67041.0,398.0,13039.0,5484.0,4568.0,27.0,889.0,24.54,55.99,81.87,14.26
2017년,서울특별시,성동구,송정동,60.37,435980.0,346378.0,3629.0,85973.0,32899.0,26138.0,274.0,6488.0,38.64,54.55,68.65,24.34
2017년,서울특별시,성동구,용답동,43.8,272932.0,217163.0,2849.0,52920.0,18700.0,14879.0,195.0,3626.0,32.32,31.16,56.43,15.72
2017년,서울특별시,성동구,왕십리도선동,41.43,93020.0,73364.0,440.0,19216.0,7288.0,5748.0,34.0,1506.0,21.73,51.24,77.74,13.69
2017년,서울특별시,성동구,금호2.3가동,38.43,52207.0,40751.0,302.0,11154.0,8955.0,6990.0,52.0,1913.0,18.22,49.63,64.66,13.77
2017년,서울특별시,성동구,옥수동,48.56,356751.0,280644.0,4315.0,71791.0,18202.0,14319.0,220.0,3663.0,26.15,39.55,62.1,14.13
2017년,서울특별시,성북구,돈암1동,39.13,84738.0,68943.0,384.0,15411.0,7856.0,6392.0,36.0,1429.0,24.76,36.32,66.34,14.92
2017년,서울특별시,성북구,돈암2동,39.8,17679.0,14335.0,70.0,3274.0,2690.0,2181.0,11.0,498.0,21.55,56.89,73.32,15.07
2017년,서울특별시,성북구,안암동,38.36,74373.0,59112.0,322.0,14939.0,5832.0,4635.0,25.0,1171.0,23.17,46.66,71.04,15.51
2017년,서울특별시,성북구,보문동,41.86,56751.0,44816.0,254.0,11680.0,6366.0,5027.0,28.0,1310.0,25.55,34.74,55.54,15.39
2017년,서울특별시,성북구,정릉1동,40.47,49942.0,40712.0,212.0,9018.0,6455.0,5262.0,27.0,1166.0,22.62,36.53,63.89,13.72
2017년,서울특별시,성북구,정릉2동,47.68,428975.0,335700.0,3052.0,90224.0,28534.0,22329.0,203.0,6001.0,28.77,73.14,82.42,19.23
2017년,서울특별시,성북구,정릉3동,41.83,256170.0,204936.0,1533.0,49701.0,15976.0,12781.0,96.0,3100.0,29.02,62.62,75.1,17.19
2017년,서울특별시,성북구,정릉4동,39.33,61362.0,51644.0,207.0,9511.0,7162.0,6028.0,24.0,1110.0,21.24,48.33,71.42,15.02
2017년,서울특별시,성북구,길음1동,39.77,47650.0,40295.0,169.0,7187.0,3454.0,2921.0,12.0,521.0,18.58,54.61,76.48,12.93
2017년,서울특별시,성북구,길음2동,46.32,187303.0,150472.0,1085.0,35746.0,19222.0,15443.0,111.0,3668.0,27.2,59.64,76.25,16.49
2017년,서울특별시,성북구,월곡1동,41.48,134016.0,110463.0,732.0,22820.0,11695.0,9640.0,64.0,1991.0,24.41,39.75,69.63,14.37
2017년,서울특별시,성북구,월곡2동,43.11,251983.0,202382.0,1653.0,47949.0,14360.0,11534.0,94.0,2733.0,25.31,54.33,72.84,16.77
2017년,서울특별시,성북구,장위1동,38.24,27542.0,23337.0,88.0,4116.0,6540.0,5542.0,21.0,977.0,21.0,62.65,78.33,15.67
2017년,서울특별시,성북구,장위2동,44.79,182175.0,143677.0,1894.0,36604.0,18947.0,14943.0,197.0,3807.0,24.89,78.45,88.46,17.15
2017년,서울특별시,성북구,장위3동,41.19,109115.0,90512.0,449.0,18154.0,12174.0,10098.0,50.0,2025.0,24.32,36.06,60.58,14.02
2017년,서울특별시,성북구,성북동,38.73,108888.0,89778.0,445.0,18665.0,4695.0,3871.0,19.0,805.0,25.7,44.2,65.22,17.11
2017년,서울특별시,성북구,삼선동,36.75,53359.0,42542.0,246.0,10571.0,4959.0,3953.0,23.0,982.0,19.57,52.84,73.92,14.56
2017년,서울특별시,성북구,동선동,40.26,82636.0,65992.0,399.0,16245.0,8166.0,6521.0,39.0,1605.0,21.61,48.22,75.81,13.95
2017년,서울특별시,성북구,종암동,44.94,227342.0,181954.0,1166.0,44222.0,11560.0,9252.0,59.0,2249.0,25.97,41.87,65.24,16.27
2017년,서울특별시,성북구,석관동,44.51,302516.0,237986.0,1761.0,62769.0,13812.0,10866.0,80.0,2866.0,27.84,64.26,79.14,16.52
2017년,서울특별시,송파구,풍납1동,54.9,208023.0,162532.0,2035.0,43456.0,21767.0,17007.0,213.0,4547.0,38.38,71.55,79.95,27.6
2017년,서울특별시,송파구,풍납2동,46.89,408125.0,318871.0,3262.0,85991.0,18405.0,14380.0,147.0,3878.0,32.64,39.95,53.12,19.09
2017년,서울특별시,송파구,거여1동,52.48,210756.0,161636.0,3004.0,46116.0,30727.0,23566.0,438.0,6723.0,30.23,70.1,81.44,16.87
2017년,서울특별시,송파구,거여2동,39.82,18952.0,15886.0,54.0,3012.0,3113.0,2609.0,9.0,495.0,18.16,55.39,74.32,13.82
2017년,서울특별시,송파구,마천1동,38.51,21960.0,18765.0,54.0,3141.0,2957.0,2527.0,7.0,423.0,21.97,54.87,74.86,16.1
2017년,서울특별시,송파구,마천2동,39.51,47205.0,40074.0,156.0,6975.0,5854.0,4970.0,19.0,865.0,21.94,41.3,62.21,14.33
2017년,서울특별시,송파구,방이1동,44.52,119710.0,98782.0,570.0,20358.0,11426.0,9428.0,54.0,1943.0,27.99,25.85,46.62,14.95
2017년,서울특별시,송파구,방이2동,49.9,123715.0,103349.0,513.0,19854.0,10935.0,9135.0,45.0,1755.0,28.49,39.05,67.11,13.93
2017년,서울특별시,송파구,오륜동,42.44,189706.0,155481.0,1020.0,33204.0,13805.0,11314.0,74.0,2416.0,25.29,26.13,49.93,14.69
2017년,서울특별시,송파구,오금동,43.53,165668.0,139647.0,622.0,25399.0,6468.0,5452.0,24.0,992.0,25.04,34.03,60.84,14.3
2017년,서울특별시,송파구,송파1동,53.37,95545.0,78309.0,483.0,16754.0,12804.0,10494.0,65.0,2245.0,23.01,82.15,91.5,15.3
2017년,서울특별시,송파구,송파2동,43.47,117441.0,96312.0,624.0,20505.0,15294.0,12542.0,81.0,2670.0,24.01,43.22,59.24,15.07
2017년,서울특별시,송파구,석촌동,42.61,60714.0,50936.0,242.0,9536.0,6484.0,5440.0,26.0,1018.0,22.84,47.93,68.21,14.78
2017년,서울특별시,송파구,삼전동,49.2,133840.0,110796.0,612.0,22432.0,10507.0,8698.0,48.0,1761.0,34.46,24.63,41.05,15.71
2017년,서울특별시,송파구,가락본동,42.24,121185.0,100003.0,535.0,20647.0,7514.0,6201.0,33.0,1280.0,20.27,61.61,80.35,14.25
2017년,서울특별시,송파구,가락1동,47.19,229620.0,187564.0,1263.0,40793.0,17372.0,14190.0,96.0,3086.0,29.43,33.99,50.89,15.69
2017년,서울특별시,송파구,가락2동,41.76,90417.0,75113.0,321.0,14983.0,6323.0,5253.0,22.0,1048.0,23.16,40.69,68.14,14.23
2017년,서울특별시,송파구,문정1동,43.93,91777.0,75338.0,449.0,15991.0,9819.0,8060.0,48.0,1711.0,21.88,73.28,88.33,13.34
2017년,서울특별시,송파구,문정2동,49.07,722411.0,589065.0,4569.0,128778.0,18605.0,15171.0,118.0,3317.0,30.95,46.06,62.74,16.27
2017년,서울특별시,송파구,잠실본동,41.53,99872.0,82884.0,475.0,16513.0,8612.0,7147.0,41.0,1424.0,25.71,35.75,60.07,15.23
2017년,서울특별시,송파구,잠실4동,42.37,93421.0,79119.0,339.0,13963.0,9353.0,7921.0,34.0,1398.0,28.32,33.76,60.65,14.54
2017년,서울특별시,송파구,잠실6동,52.13,412235.0,324360.0,3003.0,84872.0,20877.0,16427.0,152.0,4298.0,30.43,59.69,73.39,17.76
2017년,서울특별시,송파구,잠실7동,41.97,84519.0,69364.0,433.0,14722.0,9772.0,8020.0,50.0,1702.0,25.76,27.21,56.16,13.86
2017년,서울특별시,송파구,잠실2동,50.58,414330.0,326205.0,3066.0,85059.0,22139.0,17430.0,164.0,4545.0,35.4,47.57,65.78,17.92
2017년,서울특별시,송파구,잠실3동,45.64,229339.0,184992.0,1522.0,42825.0,14092.0,11367.0,94.0,2631.0,27.01,56.98,75.07,15.24
2017년,서울특별시,송파구,장지동,47.39,395207.0,309573.0,3983.0,81651.0,18251.0,14296.0,184.0,3771.0,26.61,74.9,84.41,16.85
2017년,서울특별시,송파구,위례동,44.71,437670.0,346361.0,5359.0,85950.0,17819.0,14102.0,218.0,3499.0,29.56,59.53,75.67,16.65
2017년,서울특별시,양천구,목1동,45.42,484619.0,377205.0,3787.0,103627.0,20765.0,16163.0,162.0,4440.0,29.74,26.68,50.01,14.82
2017년,서울특별시,양천구,목2동,43.83,84324.0,64666.0,591.0,19067.0,11546.0,8855.0,81.0,2611.0,25.64,59.62,78.89,16.42
2017년,서울특별시,양천구,목3동,42.5,51782.0,40685.0,320.0,10777.0,12110.0,9515.0,75.0,2520.0,24.19,44.16,72.09,14.29
2017년,서울특별시,양천구,목4동,40.62,64708.0,49856.0,381.0,14471.0,10877.0,8381.0,64.0,2433.0,23.18,43.6,71.6,13.57
2017년,서울특별시,양천구,신월1동,42.3,65710.0,52015.0,503.0,13192.0,10341.0,8186.0,79.0,2076.0,26.13,32.27,51.91,16.23
2017년,서울특별시,양천구,신월2동,40.1,96680.0,76733.0,612.0,19335.0,13704.0,10876.0,87.0,2741.0,25.48,32.01,53.58,15.57
2017년,서울특별시,양천구,신월3동,43.53,156481.0,124203.0,1409.0,30869.0,25515.0,20252.0,230.0,5033.0,29.04,36.19,60.21,13.52
2017년,서울특별시,양천구,신월4동,49.62,157767.0,126763.0,1244.0,29760.0,23696.0,19039.0,187.0,4470.0,33.9,20.52,41.27,15.96
2017년,서울특별시,양천구,신월5동,42.02,44073.0,35919.0,255.0,7899.0,7582.0,6179.0,44.0,1359.0,23.22,48.09,74.44,14.16
2017년,서울특별시,양천구,신월6동,46.19,43540.0,35498.0,284.0,7758.0,12848.0,10474.0,84.0,2289.0,28.9,32.58,60.18,14.47
2017년,서울특별시,양천구,신월7동,41.29,136345.0,110783.0,942.0,24621.0,14410.0,11708.0,100.0,2602.0,22.91,41.73,64.9,13.99
2017년,서울특별시,양천구,신정1동,40.05,69954.0,53979.0,358.0,15617.0,4509.0,3479.0,23.0,1007.0,17.46,50.73,73.72,12.48
2017년,서울특별시,양천구,신정2동,43.67,109328.0,83571.0,825.0,24932.0,11611.0,8875.0,88.0,2648.0,26.93,35.18,62.41,14.86
2017년,서울특별시,양천구,신정3동,44.72,306741.0,250388.0,1738.0,54615.0,9836.0,8029.0,56.0,1751.0,26.08,26.06,52.28,14.02
2017년,서울특별시,양천구,신정6동,40.76,177905.0,136207.0,1251.0,40447.0,11413.0,8738.0,80.0,2595.0,20.26,29.43,55.04,12.72
2017년,서울특별시,양천구,신정7동,40.67,163493.0,124336.0,1201.0,37956.0,9360.0,7118.0,69.0,2173.0,19.11,45.9,69.36,12.87
2017년,서울특별시,양천구,목5동,41.96,397096.0,309888.0,3110.0,84098.0,18225.0,14223.0,143.0,3860.0,25.59,24.38,45.97,14.61
2017년,서울특별시,양천구,신정4동,45.36,243527.0,192220.0,1641.0,49666.0,17321.0,13671.0,117.0,3532.0,26.45,28.42,52.46,13.93
2017년,서울특별시,영등포구,여의동,46.51,1708795.0,1313326.0,11998.0,383471.0,19712.0,15150.0,138.0,4424.0,29.42,49.87,66.59,15.91
2017년,서울특별시,영등포구,당산1동,41.22,115717.0,87866.0,631.0,27220.0,7911.0,6007.0,43.0,1861.0,20.03,41.98,72.25,12.83
2017년,서울특별시,영등포구,당산2동,49.49,686502.0,539165.0,5742.0,141595.0,21150.0,16611.0,177.0,4362.0,31.59,40.64,58.93,16.76
2017년,서울특별시,영등포구,양평1동,47.68,300358.0,227988.0,2785.0,69586.0,16582.0,12586.0,154.0,3842.0,26.74,65.69,82.39,15.31
2017년,서울특별시,영등포구,양평2동,54.1,910073.0,705636.0,8932.0,195504.0,26789.0,20771.0,263.0,5755.0,31.28,71.69,82.75,20.18
2017년,서울특별시,영등포구,신길1동,39.94,133197.0,104632.0,853.0,27712.0,18120.0,14234.0,116.0,3770.0,25.05,25.82,46.43,16.21
2017년,서울특별시,영등포구,신길3동,45.12,53126.0,40016.0,253.0,12857.0,7854.0,5916.0,37.0,1901.0,24.9,38.78,67.37,13.24
2017년,서울특별시,영등포구,신길4동,40.37,47008.0,35687.0,246.0,11075.0,7277.0,5524.0,38.0,1714.0,21.2,36.57,57.91,14.59
2017년,서울특별시,영등포구,신길5동,41.21,55323.0,42395.0,275.0,12652.0,7943.0,6087.0,40.0,1817.0,25.0,36.91,62.28,14.41
2017년,서울특별시,영등포구,신길6동,45.68,105170.0,81392.0,565.0,23213.0,11913.0,9220.0,64.0,2629.0,27.25,35.89,65.9,13.86
2017년,서울특별시,영등포구,신길7동,40.55,144398.0,112168.0,839.0,31391.0,13325.0,10350.0,77.0,2897.0,24.03,32.84,60.23,14.81
2017년,서울특별시,영등포구,대림1동,39.95,70613.0,53920.0,375.0,16319.0,9076.0,6931.0,48.0,2098.0,19.38,44.37,69.16,13.42
2017년,서울특별시,영등포구,대림2동,42.67,76547.0,59704.0,425.0,16417.0,11654.0,9090.0,65.0,2500.0,22.26,42.13,62.62,13.72
2017년,서울특별시,영등포구,대림3동,43.73,119373.0,91676.0,648.0,27049.0,10458.0,8031.0,57.0,2370.0,27.46,24.35,45.58,14.24
2017년,서울특별시,영등포구,영등포본동,41.28,95451.0,71774.0,451.0,23226.0,7620.0,5730.0,36.0,1854.0,24.06,38.25,58.68,15.05
2017년,서울특별시,영등포구,영등포동,47.95,659861.0,515688.0,4816.0,139356.0,19994.0,15625.0,146.0,4223.0,25.39,51.02,73.68,14.49
2017년,서울특별시,영등포구,도림동,42.26,103224.0,78950.0,533.0,23741.0,9342.0,7145.0,48.0,2149.0,24.62,30.71,51.42,14.33
2017년,서울특별시,영등포구,문래동,42.99,340569.0,258006.0,2387.0,80176.0,10391.0,7872.0,73.0,2446.0,23.7,58.89,72.35,15.52
2017년,서울특별시,용산구,후암동,48.16,92020.0,70448.0,409.0,21163.0,9225.0,7062.0,41.0,2122.0,27.28,25.91,36.1,16.81
2017년,서울특별시,용산구,용산2가동,47.69,171025.0,136166.0,1093.0,33767.0,17882.0,14237.0,114.0,3531.0,30.82,30.5,49.08,16.37
2017년,서울특별시,용산구,남영동,42.33,148584.0,116826.0,763.0,30994.0,14965.0,11766.0,77.0,3122.0,21.69,41.52,69.37,12.82
2017년,서울특별시,용산구,원효로2동,44.57,207339.0,160210.0,2151.0,44978.0,16078.0,12423.0,167.0,3488.0,27.97,61.32,72.01,16.69
2017년,서울특별시,용산구,효창동,36.44,27433.0,21623.0,137.0,5673.0,7780.0,6133.0,39.0,1609.0,25.29,38.35,67.09,15.8
2017년,서울특별시,용산구,용문동,36.28,16072.0,12172.0,74.0,3826.0,4680.0,3545.0,22.0,1114.0,17.93,67.91,82.86,13.41
2017년,서울특별시,용산구,이촌1동,50.13,638283.0,500313.0,9828.0,128142.0,20849.0,16343.0,321.0,4186.0,27.01,61.82,75.32,15.09
2017년,서울특별시,용산구,이촌2동,58.58,380104.0,297434.0,5573.0,77097.0,43841.0,34306.0,643.0,8892.0,38.9,71.8,84.11,19.52
2017년,서울특별시,용산구,이태원1동,40.93,60478.0,48755.0,444.0,11280.0,8394.0,6767.0,62.0,1566.0,20.92,41.58,60.33,14.91
2017년,서울특별시,용산구,이태원2동,44.76,86131.0,68037.0,456.0,17638.0,12280.0,9700.0,65.0,2515.0,27.37,33.71,53.12,15.93
2017년,서울특별시,용산구,서빙고동,48.87,683451.0,533973.0,10200.0,139277.0,23866.0,18646.0,356.0,4864.0,33.16,55.73,67.76,17.36
2017년,서울특별시,용산구,보광동,41.59,140361.0,111246.0,1885.0,27230.0,18945.0,15015.0,254.0,3675.0,26.15,64.47,75.76,15.87
2017년,서울특별시,용산구,청파동,39.02,66255.0,50183.0,332.0,15739.0,8522.0,6454.0,43.0,2024.0,23.24,43.46,69.79,15.24
2017년,서울특별시,용산구,원효로1동,43.32,114999.0,88298.0,598.0,26103.0,9643.0,7404.0,50.0,2189.0,22.83,42.59,66.28,13.77
2017년,서울특별시,용산구,한강로동,43.14,320470.0,252467.0,1570.0,66432.0,11613.0,9149.0,57.0,2407.0,25.58,37.31,65.94,14.1
2017년,서울특별시,용산구,한남동,52.7,1031147.0,809121.0,10087.0,211939.0,27782.0,21800.0,272.0,5710.0,33.22,38.95,58.05,16.16
2017년,서울특별시,은평구,녹번동,42.55,99171.0,81901.0,403.0,16867.0,8577.0,7084.0,35.0,1459.0,21.61,35.36,63.82,13.58
2017년,서울특별시,은평구,불광1동,40.28,134670.0,110745.0,533.0,23392.0,9895.0,8137.0,39.0,1719.0,22.23,41.57,63.52,13.7
2017년,서울특별시,은평구,갈현1동,48.96,42222.0,35333.0,150.0,6739.0,7852.0,6571.0,28.0,1253.0,20.3,91.16,96.68,15.18
2017년,서울특별시,은평구,갈현2동,49.52,80107.0,67099.0,290.0,12719.0,8129.0,6809.0,29.0,1291.0,21.44,69.68,84.24,14.38
2017년,서울특별시,은평구,구산동,41.84,52766.0,44800.0,185.0,7781.0,4420.0,3752.0,15.0,652.0,17.81,57.63,78.69,13.44
2017년,서울특별시,은평구,대조동,45.49,96268.0,80177.0,363.0,15729.0,9183.0,7648.0,35.0,1500.0,22.41,53.72,77.39,13.28
2017년,서울특별시,은평구,응암1동,42.62,92551.0,77197.0,367.0,14987.0,9185.0,7662.0,36.0,1487.0,23.82,38.25,63.76,13.87
2017년,서울특별시,은평구,응암2동,40.01,45194.0,38990.0,134.0,6070.0,4503.0,3885.0,13.0,605.0,22.63,49.57,70.21,14.82
2017년,서울특별시,은평구,신사1동,41.31,84198.0,71064.0,380.0,12755.0,6344.0,5354.0,29.0,961.0,22.03,71.83,82.43,16.76
2017년,서울특별시,은평구,신사2동,43.65,57811.0,49154.0,267.0,8390.0,6101.0,5188.0,28.0,885.0,21.74,70.94,80.57,15.12
2017년,서울특별시,은평구,증산동,48.63,120666.0,99030.0,757.0,20879.0,12925.0,10607.0,81.0,2236.0,24.4,84.39,91.15,18.5
2017년,서울특별시,은평구,수색동,42.83,119711.0,100188.0,452.0,19071.0,12791.0,10705.0,48.0,2038.0,24.78,40.48,65.15,14.34
2017년,서울특별시,은평구,진관동,45.91,330923.0,273584.0,1215.0,56124.0,6069.0,5017.0,22.0,1029.0,24.51,66.2,77.5,17.19
2017년,서울특별시,은평구,불광2동,43.01,69226.0,57432.0,256.0,11539.0,7626.0,6327.0,28.0,1271.0,17.95,69.87,82.9,13.21
2017년,서울특별시,은평구,응암3동,38.84,50922.0,43671.0,163.0,7088.0,5487.0,4706.0,18.0,764.0,20.97,54.87,77.35,14.63
2017년,서울특별시,은평구,역촌동,47.01,106096.0,89368.0,395.0,16333.0,8336.0,7022.0,31.0,1283.0,25.28,74.61,87.31,16.74
2017년,서울특별시,종로구,사직동,46.73,237671.0,188965.0,1248.0,47458.0,10331.0,8214.0,54.0,2063.0,23.83,85.02,92.67,17.32
2017년,서울특별시,종로구,삼청동,37.68,62991.0,51865.0,279.0,10847.0,7351.0,6053.0,33.0,1266.0,24.75,38.25,58.13,16.7
2017년,서울특별시,종로구,부암동,46.77,241918.0,193684.0,1454.0,46781.0,18531.0,14836.0,111.0,3583.0,34.02,61.69,74.3,20.42
2017년,서울특별시,종로구,평창동,53.65,420569.0,334975.0,2454.0,83140.0,11520.0,9176.0,67.0,2277.0,37.69,50.58,63.19,18.1
2017년,서울특별시,종로구,무악동,44.52,37034.0,29980.0,188.0,6866.0,18875.0,15280.0,96.0,3499.0,24.06,36.71,67.49,13.14
2017년,서울특별시,종로구,교남동,43.25,75920.0,60998.0,384.0,14537.0,10266.0,8249.0,52.0,1966.0,24.14,61.47,77.61,16.87
2017년,서울특별시,종로구,가회동,34.05,21177.0,17143.0,88.0,3947.0,3563.0,2885.0,15.0,664.0,19.61,58.19,74.25,16.2
2017년,서울특별시,종로구,종로1.2.3.4가동,43.13,367607.0,291511.0,1950.0,74146.0,13487.0,10695.0,72.0,2720.0,21.78,68.78,86.51,14.77
2017년,서울특별시,종로구,종로5.6가동,42.69,85703.0,67507.0,428.0,17768.0,10594.0,8345.0,53.0,2196.0,19.51,71.98,88.45,13.96
2017년,서울특별시,종로구,이화동,43.82,76066.0,60792.0,382.0,14892.0,14868.0,11883.0,75.0,2911.0,22.03,36.76,68.84,12.38
2017년,서울특별시,종로구,창신1동,46.21,50672.0,39859.0,276.0,10536.0,17687.0,13912.0,97.0,3678.0,14.97,93.92,98.45,13.05
2017년,서울특별시,종로구,창신3동,44.98,4462.0,3463.0,18.0,980.0,2323.0,1803.0,9.0,510.0,21.85,35.99,53.76,13.1
2017년,서울특별시,종로구,숭인1동,48.76,31695.0,24883.0,157.0,6655.0,10836.0,8507.0,54.0,2275.0,23.25,65.5,81.23,14.76
2017년,서울특별시,종로구,숭인2동,52.78,34747.0,27396.0,198.0,7153.0,14346.0,11311.0,82.0,2953.0,20.99,91.13,97.59,16.57
2017년,서울특별시,종로구,청운효자동,41.62,109984.0,89906.0,441.0,19638.0,5621.0,4595.0,23.0,1004.0,27.04,33.09,54.79,16.57
2017년,서울특별시,종로구,혜화동,39.02,62954.0,50944.0,306.0,11703.0,6459.0,5227.0,31.0,1201.0,21.35,47.22,73.06,14.3
2017년,서울특별시,중구,소공동,40.06,219672.0,171484.0,1135.0,47053.0,11439.0,8930.0,59.0,2450.0,21.53,46.93,73.8,13.44
2017년,서울특별시,중구,회현동,39.62,154037.0,120564.0,739.0,32735.0,11814.0,9247.0,57.0,2511.0,20.35,44.94,71.69,12.88
2017년,서울특별시,중구,명동,41.83,223681.0,175295.0,1320.0,47066.0,12318.0,9653.0,73.0,2592.0,21.04,45.31,73.23,13.04
2017년,서울특별시,중구,필동,43.79,116283.0,90988.0,690.0,24605.0,10720.0,8388.0,64.0,2268.0,24.31,33.65,57.54,13.71
2017년,서울특별시,중구,장충동,47.7,195061.0,153941.0,1105.0,40016.0,16096.0,12702.0,91.0,3302.0,30.13,28.58,50.13,14.9
2017년,서울특별시,중구,광희동,40.43,150426.0,117728.0,790.0,31908.0,12224.0,9567.0,64.0,2593.0,22.53,45.15,74.85,13.88
2017년,서울특별시,중구,을지로동,39.99,101645.0,78685.0,530.0,22430.0,11845.0,9170.0,62.0,2614.0,22.68,51.24,79.76,13.85
2017년,서울특별시,중구,신당5동,42.12,31100.0,24416.0,160.0,6524.0,11771.0,9242.0,61.0,2469.0,19.39,50.2,74.61,12.04
2017년,서울특별시,중구,황학동,40.42,40652.0,31933.0,198.0,8521.0,8771.0,6889.0,43.0,1838.0,18.2,60.83,84.52,12.76
2017년,서울특별시,중구,중림동,39.7,69892.0,53616.0,361.0,15915.0,9628.0,7386.0,50.0,2192.0,23.77,42.05,71.51,13.84
2017년,서울특별시,중구,신당동,39.04,74743.0,58593.0,362.0,15788.0,9136.0,7162.0,44.0,1930.0,18.18,56.74,79.36,12.26
2017년,서울특별시,중구,다산동,44.44,22119.0,17338.0,140.0,4641.0,27858.0,21837.0,176.0,5845.0,29.75,31.16,59.24,12.79
2017년,서울특별시,중구,약수동,51.84,56872.0,44441.0,325.0,12106.0,7287.0,5694.0,42.0,1551.0,27.14,42.83,68.99,15.08
2017년,서울특별시,중구,청구동,43.53,21306.0,16692.0,114.0,4499.0,14110.0,11054.0,76.0,2980.0,20.11,76.7,90.63,14.06
2017년,서울특별시,중구,동화동,38.14,27457.0,21491.0,127.0,5839.0,6513.0,5097.0,30.0,1385.0,22.08,52.82,75.77,15.43
2017년,서울특별시,중랑구,면목2동,45.77,106408.0,86124.0,709.0,19574.0,14998.0,12139.0,100.0,2759.0,28.56,69.09,82.3,18.37
2017년,서울특별시,중랑구,면목4동,43.91,131865.0,108557.0,1001.0,22307.0,15534.0,12788.0,118.0,2628.0,23.04,59.1,73.07,17.09
2017년,서울특별시,중랑구,면목5동,52.62,183777.0,148137.0,1906.0,33734.0,21387.0,17239.0,222.0,3926.0,33.76,58.7,72.21,22.43
2017년,서울특별시,중랑구,면목7동,47.68,64998.0,53798.0,425.0,10775.0,8490.0,7027.0,56.0,1407.0,26.63,42.82,64.74,13.91
2017년,서울특별시,중랑구,상봉1동,41.07,46640.0,40265.0,192.0,6183.0,4170.0,3600.0,17.0,553.0,24.57,40.27,64.1,15.87
2017년,서울특별시,중랑구,상봉2동,53.87,124672.0,104432.0,575.0,19665.0,9343.0,7826.0,43.0,1474.0,24.01,84.15,93.11,16.77
2017년,서울특별시,중랑구,중화1동,49.9,40937.0,34086.0,200.0,6652.0,9841.0,8194.0,48.0,1599.0,22.17,83.92,90.37,17.16
2017년,서울특별시,중랑구,중화2동,49.61,264287.0,209384.0,3160.0,51743.0,17908.0,14188.0,214.0,3506.0,29.5,70.76,83.56,20.32
2017년,서울특별시,중랑구,묵1동,49.17,294105.0,233216.0,2157.0,58732.0,13296.0,10543.0,98.0,2655.0,26.21,66.75,82.19,18.23
2017년,서울특별시,중랑구,묵2동,41.08,118079.0,92824.0,1636.0,23619.0,10740.0,8443.0,149.0,2148.0,26.47,53.11,71.33,16.53
2017년,서울특별시,중랑구,망우3동,41.73,29257.0,25103.0,106.0,4049.0,9884.0,8481.0,36.0,1368.0,25.31,55.27,77.28,15.32
2017년,서울특별시,중랑구,신내1동,49.79,584082.0,453670.0,6568.0,123844.0,12784.0,9930.0,144.0,2711.0,30.73,66.19,78.19,18.12
2017년,서울특별시,중랑구,신내2동,38.98,29111.0,25227.0,109.0,3776.0,3676.0,3185.0,14.0,477.0,22.22,50.96,75.28,14.69
2017년,서울특별시,중랑구,면목본동,42.17,50087.0,43125.0,189.0,6774.0,8527.0,7342.0,32.0,1153.0,21.69,59.2,77.84,13.87
2017년,서울특별시,중랑구,면목3.8동,41.11,54596.0,46694.0,228.0,7674.0,7198.0,6156.0,30.0,1012.0,20.56,45.22,71.8,12.76
2017년,서울특별시,중랑구,망우본동,48.02,170760.0,142672.0,1244.0,26844.0,5416.0,4525.0,39.0,851.0,25.84,78.06,86.71,17.95
