지역,행정구역,시군구,년도,사고건수,사망자수,중상자수,경상자수,부상신고자수,총등록대수(대),총인구수,노인수,노인비율,토지면적(㎡),도로면적(㎡),교통사고 사상자 수,교통안전도 평가지수
대전 서구,대전,서구,2023,106,7,51,47,3,227435.0,464634.0,71534,15.39577388,"95,542,172.3","8,161,537.0",56.8,0.003362719018620705
대전 유성구,대전,유성구,2012,21,5,16,2,0,132536.0,306312.0,19901,6.496970409,"177,233,011.0","11,131,730.6",16.8,0.0013943381420896965
대전 유성구,대전,유성구,2013,27,5,15,8,0,137013.0,313968.0,21120,6.726800183,"177,279,478.3","11,334,452.7",17.9,0.0015721135950603226
대전 유성구,대전,유성구,2014,41,7,28,12,1,146102.0,327461.0,22618,6.907082065,"176,333,056.7","11,507,168.8",30.199999999999996,0.002362732885244555
대전 유성구,대전,유성구,2015,47,5,19,21,2,153729.0,335312.0,24154,7.203440378,"176,370,237.7","11,684,190.7",24.599999999999998,0.0021830624020191375
대전 유성구,대전,유성구,2016,41,3,21,15,3,160667.0,343222.0,25474,7.422018402,"176,361,080.9","12,267,892.2",22.2,0.0018497886933844534
대전 유성구,대전,유성구,2017,46,1,27,18,0,167833.0,348428.0,27420,7.869631603,"176,455,997.9","12,534,647.1",25.299999999999997,0.0020007984127078703
대전 유성구,대전,유성구,2018,46,3,29,13,2,172388.0,349790.0,29219,8.353297693,"176,504,416.1","12,560,818.4",27.199999999999996,0.002014061303571014
대전 유성구,대전,유성구,2019,48,6,30,14,0,176623.0,349373.0,31182,8.925131593,"176,529,023.1","12,677,439.9",31.2,0.0021469457545166826
대전 유성구,대전,유성구,2020,43,1,25,16,2,182925.0,351047.0,33654,9.586750492,"176,554,218.7","12,722,670.5",23.3,0.0017045237119037856
대전 유성구,대전,유성구,2021,40,3,22,15,0,185075.0,351277.0,36061,10.26568776,"176,605,773.1","12,965,103.3",22.9,0.0016069161150884777
대전 유성구,대전,유성구,2022,39,2,15,23,1,191847.0,356093.0,38846,10.90894794,"176,610,385.5","13,010,306.9",19.4,0.0014198814680448483
대전 유성구,대전,유성구,2023,39,2,24,11,2,200481.0,366845.0,41897,11.42089984,"176,612,475.2","13,198,832.3",22.099999999999998,0.0014395379113232676
대전 중구,대전,중구,2012,51,6,36,9,0,98308.0,264125.0,32682,12.3736867,"62,128,539.3","4,585,759.3",33.9,0.004144118484762176
대전 중구,대전,중구,2013,60,10,38,13,0,99405.0,264913.0,34483,13.01672625,"62,131,303.7","4,585,114.1",40.49999999999999,0.004858910517579598
대전 중구,대전,중구,2014,75,4,57,15,0,99829.0,261165.0,36214,13.86632971,"62,137,206.5","4,593,181.3",48.4,0.005914113133458214
대전 중구,대전,중구,2015,73,3,43,26,1,100162.0,256186.0,37485,14.6319471,"62,142,765.4","4,594,421.1",40.89999999999999,0.0053653082007148415
대전 중구,대전,중구,2016,84,4,63,18,1,101040.0,252490.0,38468,15.23545487,"62,144,187.4","4,593,794.7",53.49999999999999,0.006502375296912112
대전 중구,대전,중구,2017,81,3,54,22,2,102164.0,248933.0,40354,16.21078764,"62,141,749.8","4,596,229.4",47.4,0.005955130965897968
대전 중구,대전,중구,2018,68,2,42,25,0,102430.0,244421.0,41625,17.03004243,"62,179,923.0","4,648,277.3",38.9,0.00493410133749878
대전 중구,대전,중구,2019,85,4,54,29,1,102512.0,240473.0,43648,18.15089428,"62,179,184.9","4,670,692.6",50.5,0.006272436397690026
대전 중구,대전,중구,2020,60,4,38,20,0,102496.0,235550.0,45701,19.40182551,"62,179,039.9","4,706,470.5",36.599999999999994,0.004484077427411801
대전 중구,대전,중구,2021,66,3,31,31,3,101770.0,230341.0,47147,20.4683491,"62,178,952.1","4,730,960.3",34.0,0.004598604696865481
대전 중구,대전,중구,2022,70,2,36,33,0,102273.0,227108.0,48714,21.44970675,"62,181,987.0","4,738,206.7",37.1,0.004914298006316428
대전 중구,대전,중구,2023,66,3,41,26,0,101961.0,223256.0,50631,22.67844985,"62,192,208.7","4,744,112.8",39.5,0.004913643451908083
부산 강서구,부산,강서구,2012,11,1,5,3,2,42442.0,65806.0,9550,14.5123545,"181,609,350.1","10,124,666.8",5.4,0.0018001036708920409
부산 강서구,부산,강서구,2013,10,4,6,0,0,42511.0,69873.0,9947,14.23582786,"181,634,872.6","10,415,739.5",8.2,0.002098280445061278
부산 강서구,부산,강서구,2014,10,2,6,1,1,47763.0,79619.0,10593,13.30461322,"181,495,220.4","11,437,468.5",6.499999999999999,0.0016539999581265832
부산 강서구,부산,강서구,2015,11,2,8,1,0,55351.0,94608.0,11429,12.08037375,"181,507,201.7","11,940,465.5",7.8999999999999995,0.001651280013007895
부산 강서구,부산,강서구,2016,15,4,8,1,2,63737.0,108909.0,12348,11.33790596,"181,484,337.7","12,561,602.9",9.9,0.0018733231874735242
부산 강서구,부산,강서구,2017,9,3,5,1,0,68647.0,117382.0,13205,11.24959534,"181,491,529.6","13,196,488.3",6.8,0.0011187670255073056
부산 강서구,부산,강서구,2018,11,1,6,5,0,72113.0,122957.0,14090,11.45929065,"181,496,515.0","13,200,250.9",6.699999999999999,0.0011676119423682278
부산 강서구,부산,강서구,2019,19,1,10,8,0,75959.0,129566.0,15183,11.71835204,"181,494,645.1","13,523,832.9",10.4,0.0018220355718216407
부산 강서구,부산,강서구,2020,11,1,7,3,0,81481.0,137957.0,16633,12.05665533,"181,495,480.3","13,716,120.8",6.799999999999999,0.0010407334225156785
부산 강서구,부산,강서구,2021,14,2,8,4,1,86150.0,142918.0,17845,12.48618089,"181,500,579.8","13,798,270.3",8.799999999999999,0.0012629135229251303
부산 강서구,부산,강서구,2022,16,1,12,4,0,88964.0,143207.0,18996,13.26471471,"182,156,980.9","13,827,346.1",10.599999999999998,0.001434288026617508
부산 강서구,부산,강서구,2023,15,0,5,11,1,91186.0,142396.0,20180,14.1717464,"182,156,135.7","13,836,572.5",6.8,0.0011054328515342268
부산 금정구,부산,금정구,2012,73,4,43,25,2,83390.0,255692.0,32560,12.73407068,"65,191,609.3","3,811,675.9",41.599999999999994,0.006494783547187912
부산 금정구,부산,금정구,2013,72,8,44,20,3,84290.0,253526.0,34397,13.56744476,"65,265,858.7","3,867,724.9",44.8,0.006605765808518211
부산 금정구,부산,금정구,2014,76,2,46,25,6,84656.0,249856.0,36090,14.44431993,"65,270,234.0","3,881,762.7",41.699999999999996,0.006546494046494046
부산 금정구,부산,금정구,2015,83,3,51,24,12,85498.0,246026.0,37649,15.30285417,"65,272,984.9","3,888,357.9",45.89999999999999,0.0071042597487660526
부산 금정구,부산,금정구,2016,88,4,51,28,8,86881.0,244624.0,39482,16.1398718,"65,273,184.6","3,892,530.9",48.099999999999994,0.007373303714275849
부산 금정구,부산,금정구,2017,75,3,46,22,7,88433.0,244469.0,42011,17.18459191,"65,274,389.4","3,889,587.3",41.8,0.006228444132846335
부산 금정구,부산,금정구,2018,78,3,52,23,3,89403.0,242956.0,44382,18.26750523,"65,278,222.7","3,895,798.9",46.3,0.006597094057246402
부산 금정구,부산,금정구,2019,64,3,32,27,2,88873.0,239062.0,46642,19.51041989,"65,274,056.9","3,922,539.0",33.5,0.00514216916273784
부산 금정구,부산,금정구,2020,62,1,41,20,1,88521.0,232666.0,48920,21.02584821,"65,262,005.8","3,917,957.7",35.7,0.005221359903299781
부산 금정구,부산,금정구,2021,79,1,43,31,5,88146.0,228049.0,50401,22.10095199,"65,277,383.2","4,092,630.3",40.4,0.006334944296961859
부산 금정구,부산,금정구,2022,76,3,35,36,3,86596.0,221256.0,52128,23.56003905,"65,278,566.0","4,094,128.9",38.3,0.006164257009561642
부산 금정구,부산,금정구,2023,77,1,46,27,5,85368.0,215590.0,54066,25.07815761,"65,278,789.2","4,132,987.1",41.3,0.0065106363040014995
부산 기장군,부산,기장군,2012,22,3,13,5,2,44636.0,114566.0,15114,13.19239565,"218,273,647.0","9,277,376.0",13.6,0.003799623622188368
부산 기장군,부산,기장군,2013,34,0,28,8,1,52260.0,132507.0,16874,12.73442158,"218,282,820.7","9,286,671.2",21.999999999999996,0.005128205128205128
부산 기장군,부산,기장군,2014,20,0,18,4,0,58369.0,144748.0,18422,12.72694614,"218,321,321.8","9,625,272.1",13.799999999999999,0.0027891517757713856
부산 기장군,부산,기장군,2015,23,3,13,5,3,63816.0,153093.0,19769,12.91306591,"218,299,719.1","10,099,540.1",13.6,0.002720320922652626
부산 기장군,부산,기장군,2016,25,3,12,10,1,67927.0,158527.0,21056,13.28227999,"218,299,780.8","10,347,616.5",14.399999999999999,0.0027441223666583247
부산 기장군,부산,기장군,2017,30,3,10,17,0,70842.0,161651.0,22649,14.01104849,"218,298,021.1","10,454,387.4",15.1,0.002972812738206149
부산 기장군,부산,기장군,2018,25,2,14,9,1,73190.0,164864.0,24049,14.58717488,"218,297,597.3","10,637,749.6",14.499999999999998,0.0025549938516190736
부산 기장군,부산,기장군,2019,36,4,23,11,0,74623.0,164716.0,25348,15.38891182,"218,298,685.6","10,815,474.3",23.4,0.0038111574179542497
부산 기장군,부산,기장군,2020,28,1,16,13,0,81011.0,174545.0,27742,15.89389556,"218,295,907.8","11,149,622.7",16.099999999999998,0.0025749589561911345
부산 기장군,부산,기장군,2021,27,0,18,9,0,83953.0,177125.0,29357,16.57417078,"218,316,024.7","11,162,537.6",15.299999999999999,0.0023799030409872193
부산 기장군,부산,기장군,2022,26,3,12,11,1,86322.0,178614.0,31204,17.47007513,"218,333,485.0","11,194,724.2",14.7,0.002226547114292996
부산 기장군,부산,기장군,2023,34,2,14,18,1,89626.0,178729.0,32945,18.43293478,"218,336,749.8","11,487,050.9",17.2,0.002668868408720684
부산 남구,부산,남구,2012,53,7,37,9,2,89108.0,291175.0,38346,13.16939985,"26,808,390.1","2,667,506.5",35.6,0.004776226601427481
부산 남구,부산,남구,2013,59,3,49,8,0,91562.0,291770.0,40543,13.89553415,"26,808,030.7","2,689,211.9",39.699999999999996,0.005179004390467661
부산 남구,부산,남구,2014,73,5,48,19,2,92022.0,286989.0,42392,14.77129785,"26,809,387.2","2,728,745.0",44.3,0.0060615939666601466
부산 남구,부산,남구,2015,60,2,44,14,1,94773.0,283101.0,44110,15.58101172,"26,808,091.4","2,726,994.1",37.0,0.004874806115665854
부산 남구,부산,남구,2016,82,5,61,14,2,96101.0,278779.0,45778,16.42089253,"26,809,094.9","2,730,711.0",51.9,0.006653416717828119
부산 남구,부산,남구,2017,81,0,58,22,3,96093.0,273854.0,47964,17.514442,"26,812,384.0","2,738,236.3",47.199999999999996,0.006318878586369455
부산 남구,부산,남구,2018,72,3,46,22,3,100410.0,279917.0,50151,17.91638236,"26,813,386.0","2,733,140.1",41.8,0.005365999402449955
부산 남구,부산,남구,2019,78,2,47,29,3,99926.0,274480.0,51717,18.84180997,"26,818,104.8","2,724,837.3",43.599999999999994,0.0057402477833596866
부산 남구,부산,남구,2020,56,3,36,15,2,99590.0,267731.0,53898,20.13140055,"26,819,283.1","2,730,708.8",32.7,0.004219299126418315
부산 남구,부산,남구,2021,59,1,38,20,0,100833.0,262069.0,55386,21.1341288,"26,820,380.0","2,733,662.4",33.599999999999994,0.0043398490573522555
부산 남구,부산,남구,2022,74,5,47,21,1,100690.0,256333.0,56961,22.22148533,"26,824,049.7","2,785,019.6",44.199999999999996,0.005573542556361108
부산 남구,부산,남구,2023,69,2,39,28,2,101572.0,254185.0,58953,23.19295002,"26,824,058.6","2,784,620.6",37.699999999999996,0.004944275981569724
부산 동구,부산,동구,2012,36,2,23,10,1,30621.0,98529.0,17991,18.2595987,"9,732,885.1","1,477,875.1",21.099999999999998,0.00883707259723719
부산 동구,부산,동구,2013,44,1,34,9,3,29685.0,96011.0,18734,19.51234754,"9,732,670.0","1,481,052.1",27.499999999999996,0.011487283139632808
부산 동구,부산,동구,2014,47,1,38,8,1,30775.0,94565.0,19493,20.61333474,"9,732,324.2","1,480,346.7",29.999999999999996,0.011957757920389927
부산 동구,부산,동구,2015,45,4,29,13,0,30123.0,92069.0,19945,21.6631005,"9,736,481.1","1,480,472.0",28.199999999999996,0.011592470869435316
부산 동구,부산,동구,2016,46,2,25,17,3,45376.0,89826.0,20334,22.63709839,"9,736,385.7","1,480,249.5",24.6,0.007307827926657265
부산 동구,부산,동구,2017,43,1,23,16,4,47566.0,88868.0,21076,23.71607328,"9,736,399.7","1,480,047.7",21.9,0.006378505655300003
부산 동구,부산,동구,2018,52,1,32,19,1,50723.0,86912.0,21407,24.6306609,"9,735,788.8","1,482,381.6",29.099999999999998,0.007542929243144135
부산 동구,부산,동구,2019,49,1,32,14,2,51900.0,88165.0,22257,25.24471162,"9,865,235.4","1,482,523.5",27.599999999999998,0.006967244701348747
부산 동구,부산,동구,2020,44,1,27,16,1,52490.0,88901.0,23381,26.30004162,"9,864,621.0","1,486,172.2",24.7,0.006176414555153363
부산 동구,부산,동구,2021,37,2,22,11,3,58194.0,87679.0,23760,27.09884921,"9,864,605.6","1,487,670.9",20.7,0.004677458157198337
부산 동구,부산,동구,2022,39,1,27,11,0,47449.0,86462.0,24354,28.16728736,"10,121,140.4","1,489,718.8",23.2,0.006221416678960569
부산 동구,부산,동구,2023,42,3,29,13,4,51664.0,87792.0,25093,28.58233096,"10,121,482.4","1,489,897.1",27.199999999999996,0.00641065345308145
부산 동래구,부산,동래구,2012,85,4,65,13,3,84406.0,278767.0,33132,11.88519445,"16,633,607.5","2,345,637.4",53.4,0.00782408833495249
부산 동래구,부산,동래구,2013,66,4,49,11,3,85444.0,276689.0,35153,12.70487804,"16,634,045.3","2,337,546.0",41.599999999999994,0.006010954543326624
부산 동래구,부산,동래구,2014,72,5,46,20,3,87121.0,275971.0,37045,13.42351189,"16,633,986.5","2,342,277.1",43.199999999999996,0.0062809196404999944
부산 동래구,부산,동래구,2015,64,2,45,16,2,88435.0,272837.0,38437,14.08789864,"16,634,314.8","2,344,893.8",38.3,0.005493300163962232
부산 동래구,부산,동래구,2016,85,3,46,30,6,90880.0,272745.0,40349,14.79367174,"16,634,278.5","2,346,036.9",44.199999999999996,0.006659330985915493
부산 동래구,부산,동래구,2017,82,2,59,21,2,91933.0,270727.0,42697,15.77123818,"16,632,894.3","2,351,331.5",49.599999999999994,0.006804955783015893
부산 동래구,부산,동래구,2018,83,1,61,19,3,92187.0,266515.0,44255,16.60506913,"16,633,202.2","2,355,844.6",49.4,0.006816579344159156
부산 동래구,부산,동래구,2019,91,1,59,31,3,95311.0,271247.0,46863,17.27687311,"16,631,773.7","2,363,249.4",51.599999999999994,0.0070673899130215805
부산 동래구,부산,동래구,2020,70,0,39,32,2,96657.0,270745.0,49927,18.44059909,"16,631,310.8","2,365,471.5",36.9,0.005187415293253463
부산 동래구,부산,동래구,2021,56,0,27,28,2,96722.0,266866.0,51829,19.42135754,"16,631,809.7","2,367,594.4",27.299999999999997,0.00400942908542007
부산 동래구,부산,동래구,2022,74,3,43,27,2,100783.0,273226.0,54881,20.08630218,"16,630,551.2","2,359,818.1",41.199999999999996,0.005389797882579402
부산 동래구,부산,동래구,2023,72,3,35,35,2,101222.0,270815.0,57512,21.23663756,"16,630,862.3","2,362,786.0",38.0,0.005097706032285472
부산 부산진구,부산,부산진구,2012,113,9,78,21,5,140028.0,392731.0,51572,13.13163463,"29,692,549.1","3,033,375.9",69.89999999999999,0.0062230411060645
부산 부산진구,부산,부산진구,2013,96,2,65,29,3,134723.0,389765.0,54218,13.91043321,"29,694,082.7","3,040,772.8",56.2,0.005353206208294055
부산 부산진구,부산,부산진구,2014,110,5,76,25,6,130137.0,387378.0,56777,14.65674354,"29,695,492.7","3,087,274.5",65.69999999999999,0.0064101677462981305
부산 부산진구,부산,부산진구,2015,100,4,60,35,2,129789.0,381572.0,58579,15.35201744,"29,681,083.3","3,088,354.8",56.5,0.005693856952438188
부산 부산진구,부산,부산진구,2016,124,0,87,35,9,128283.0,376526.0,60541,16.07883652,"29,682,127.9","3,115,768.5",71.4,0.0072059431101548915
부산 부산진구,부산,부산진구,2017,113,6,66,44,4,130920.0,371703.0,62942,16.93341189,"29,665,979.3","3,136,395.5",65.39999999999999,0.006449740299419493
부산 부산진구,부산,부산진구,2018,142,7,96,42,6,132106.0,362357.0,64599,17.82744641,"29,666,227.2","3,133,549.4",86.79999999999998,0.008241866380028159
부산 부산진구,부산,부산진구,2019,138,4,85,51,3,135262.0,357880.0,67133,18.75852241,"29,666,237.6","3,129,173.8",78.8,0.007576407268855998
부산 부산진구,부산,부산진구,2020,114,3,81,32,3,143006.0,359886.0,70896,19.69957153,"29,667,536.8","3,137,624.2",69.3,0.0060962477098863
부산 부산진구,부산,부산진구,2021,96,3,61,30,3,143461.0,353159.0,72339,20.48340832,"29,667,095.8","3,155,040.8",54.699999999999996,0.004964415416036414
부산 부산진구,부산,부산진구,2022,105,1,74,29,4,148038.0,355917.0,75685,21.26478926,"29,666,485.8","3,178,158.9",61.5,0.005329712641348843
부산 부산진구,부산,부산진구,2023,126,2,82,43,2,154830.0,359508.0,79321,22.06376492,"29,666,182.0","3,184,845.0",72.3,0.006056965704320868
부산 북구,부산,북구,2012,46,2,25,19,2,94454.0,312937.0,30373,9.705787427,"39,359,355.8","2,299,832.6",25.2,0.003548817413767548
부산 북구,부산,북구,2013,45,5,33,7,1,95347.0,309719.0,32212,10.4003952,"39,365,452.7","2,306,886.9",30.2,0.0037882681154100283
부산 북구,부산,북구,2014,45,3,28,13,1,96969.0,306974.0,34057,11.09442494,"39,364,802.2","2,344,147.4",26.499999999999996,0.003495962627231383
부산 북구,부산,북구,2015,48,3,36,11,1,101693.0,310484.0,36451,11.74005746,"39,364,563.1","2,342,524.7",31.5,0.0037465705604122213
부산 북구,부산,북구,2016,52,3,30,18,5,104032.0,310202.0,38522,12.41835965,"39,364,573.3","2,350,351.3",29.4,0.0036950169178714236
부산 북구,부산,북구,2017,57,7,34,17,0,104173.0,302924.0,41000,13.53474799,"39,365,981.3","2,350,861.4",35.9,0.0042563812120223095
부산 북구,부산,북구,2018,71,3,50,22,2,104204.0,296952.0,43125,14.5225491,"39,367,121.9","2,352,810.3",44.6,0.005293462822924264
부산 북구,부산,북구,2019,49,2,28,18,3,103966.0,291132.0,45908,15.76879216,"39,370,090.5","2,431,409.1",26.999999999999996,0.003443433430159859
부산 북구,부산,북구,2020,53,3,27,19,6,103651.0,283952.0,49304,17.36349806,"39,369,728.2","2,432,352.0",27.599999999999998,0.003642994278878159
부산 북구,부산,북구,2021,31,0,22,11,2,106261.0,283211.0,52506,18.53953413,"39,373,194.9","2,424,986.5",18.7,0.0022228286953821248
부산 북구,부산,북구,2022,41,1,23,17,1,106309.0,278857.0,55768,19.99878074,"39,373,770.2","2,428,939.4",22.199999999999996,0.002795624076983134
부산 북구,부산,북구,2023,45,2,26,14,4,106162.0,273596.0,59154,21.62093013,"39,374,074.9","2,429,509.3",24.4,0.003074546447881539
부산 사상구,부산,사상구,2012,47,5,29,11,2,90126.0,250424.0,24495,9.781410727,"36,087,135.7","3,224,194.8",28.599999999999998,0.003989969598118189
부산 사상구,부산,사상구,2013,58,5,35,19,2,89030.0,246797.0,26174,10.60547738,"36,087,187.9","3,229,727.3",35.2,0.004978097270582951
부산 사상구,부산,사상구,2014,48,5,31,9,3,90282.0,242953.0,27712,11.40632139,"36,087,946.6","3,232,096.0",29.4,0.004080547617465276
부산 사상구,부산,사상구,2015,42,1,27,15,1,90775.0,237711.0,29182,12.27625141,"36,092,975.0","3,234,713.1",24.4,0.0034635086752960614
부산 사상구,부산,사상구,2016,56,3,41,13,2,91470.0,232800.0,30561,13.12757732,"36,092,999.0","3,239,532.3",35.6,0.0047840822127473495
부산 사상구,부산,사상구,2017,47,5,30,11,2,91798.0,229219.0,32715,14.27237707,"36,093,166.9","3,243,045.6",29.3,0.003963049303906403
부산 사상구,부산,사상구,2018,57,3,28,26,5,91251.0,223361.0,34306,15.35899284,"36,093,161.9","3,247,908.4",30.4,0.004497484959068942
부산 사상구,부산,사상구,2019,66,4,38,23,5,89888.0,218094.0,36409,16.69417774,"36,093,426.0","3,255,180.3",37.5,0.005440103239587042
부산 사상구,부산,사상구,2020,58,3,31,20,5,89693.0,212586.0,38865,18.28201293,"36,101,153.0","3,254,809.7",30.7,0.00464027293099796
부산 사상구,부산,사상구,2021,62,5,32,24,3,89184.0,208298.0,40878,19.62476836,"36,104,593.0","3,253,174.6",34.599999999999994,0.00510853964836742
부산 사상구,부산,사상구,2022,41,2,21,18,2,89157.0,203789.0,42960,21.08062751,"36,105,076.1","3,251,508.8",22.099999999999998,0.0033267157934878918
부산 사상구,부산,사상구,2023,52,5,27,19,2,89368.0,202932.0,45700,22.51985887,"36,104,624.0","3,250,796.9",29.599999999999998,0.004314743532360577
부산 사하구,부산,사하구,2012,66,3,51,16,1,109431.0,352726.0,37748,10.70179119,"41,723,835.6","3,783,596.8",43.49999999999999,0.004797543657647284
부산 사하구,부산,사하구,2013,61,4,36,19,3,110397.0,349110.0,40007,11.45971184,"41,725,118.5","3,791,862.4",34.9,0.00410699566111398
부산 사하구,부산,사하구,2014,83,6,58,20,1,111203.0,343371.0,42209,12.2925349,"41,746,976.5","3,801,127.8",52.599999999999994,0.00582358389611791
부산 사하구,부산,사하구,2015,70,3,42,26,3,112398.0,337781.0,44389,13.1413549,"41,750,891.3","3,836,098.3",40.199999999999996,0.004637093186711507
부산 사하구,부산,사하구,2016,74,1,57,17,2,114166.0,334603.0,46778,13.98014961,"41,751,893.0","3,854,889.4",46.0,0.0050102482350261905
부산 사하구,부산,사하구,2017,91,7,52,31,5,115817.0,333301.0,50261,15.07976274,"41,886,457.7","3,877,627.7",52.699999999999996,0.005873058359308218
부산 사하구,부산,사하구,2018,76,0,59,21,2,116115.0,327791.0,52805,16.10935017,"41,770,795.0","3,879,466.3",47.599999999999994,0.005077724669508676
부산 사하구,부산,사하구,2019,94,6,51,36,3,114686.0,321004.0,55964,17.43405067,"41,769,978.0","3,902,724.1",52.49999999999999,0.0060251469229025325
부산 사하구,부산,사하구,2020,61,1,41,18,6,113804.0,311757.0,59570,19.10783078,"41,770,877.4","3,902,755.1",35.1,0.003994587184984711
부산 사하구,부산,사하구,2021,57,3,37,19,2,113905.0,306003.0,62278,20.35208805,"41,770,659.1","3,907,528.3",34.6,0.003824239497827137
부산 사하구,부산,사하구,2022,64,0,46,20,2,114400.0,301987.0,65745,21.7708047,"41,783,911.9","3,920,763.0",38.199999999999996,0.0042412587412587405
부산 사하구,부산,사하구,2023,54,1,33,19,1,114621.0,297831.0,69050,23.18428908,"41,784,928.7","3,915,858.4",29.799999999999997,0.003444395006150706
부산 서구,부산,서구,2012,37,0,30,6,1,27570.0,120828.0,21178,17.52739431,"13,883,666.6","1,322,226.0",22.8,0.010330068915487848
부산 서구,부산,서구,2013,38,3,30,5,0,27700.0,118783.0,21941,18.47149845,"13,926,827.3","1,325,588.3",25.5,0.011010830324909746
부산 서구,부산,서구,2014,53,2,38,10,3,28404.0,118115.0,22902,19.38957795,"13,932,888.5","1,326,707.7",31.599999999999998,0.014138853682579918
부산 서구,부산,서구,2015,43,4,32,8,3,28823.0,115963.0,23517,20.2797444,"13,940,852.9","1,336,707.0",28.799999999999997,0.0119626687020782
부산 서구,부산,서구,2016,46,3,27,20,0,28875.0,112973.0,23906,21.16080833,"13,957,907.3","1,339,134.4",27.9,0.012169696969696971
부산 서구,부산,서구,2017,51,2,35,12,2,28850.0,110039.0,24462,22.23030017,"13,978,324.1","1,342,040.2",30.1,0.013331022530329289
부산 서구,부산,서구,2018,45,2,31,10,2,29889.0,110534.0,25205,22.80293846,"13,978,431.6","1,345,803.1",26.7,0.011382113821138209
부산 서구,부산,서구,2019,52,1,27,22,2,29601.0,108229.0,26069,24.08688984,"13,979,612.3","1,353,191.2",26.5,0.012398229789534138
부산 서구,부산,서구,2020,46,2,30,14,3,30447.0,108135.0,27346,25.28875942,"13,956,279.5","1,353,221.1",27.2,0.011403422340460472
부산 서구,부산,서구,2021,46,0,32,13,2,30668.0,105164.0,27529,26.17720893,"13,954,273.0","1,357,867.0",26.299999999999997,0.011145167601408636
부산 서구,부산,서구,2022,35,2,18,13,2,31944.0,105192.0,28432,27.02867138,"13,975,502.0","1,363,824.0",18.5,0.007857500626095668
부산 서구,부산,서구,2023,38,1,19,19,2,32077.0,104089.0,29273,28.12304854,"13,972,027.0","1,365,054.0",20.0,0.008479595972191915
부산 수영구,부산,수영구,2012,38,1,27,10,0,60888.0,176666.0,24892,14.08986449,"10,204,167.0","1,600,698.6",22.9,0.00475298909473131
부산 수영구,부산,수영구,2013,40,4,28,10,0,58519.0,175098.0,26394,15.07384436,"10,205,442.7","1,602,413.8",26.599999999999998,0.00546147405116287
부산 수영구,부산,수영구,2014,48,4,26,19,2,60118.0,178480.0,28266,15.83706858,"10,205,459.6","1,606,804.5",27.9,0.005978242789181277
부산 수영구,부산,수영구,2015,52,2,37,15,1,62355.0,179795.0,29695,16.51603215,"10,205,709.4","1,605,300.8",32.4,0.006453371822628498
부산 수영구,부산,수영구,2016,47,2,34,10,4,68052.0,179324.0,30831,17.19290223,"10,205,842.7","1,607,655.2",28.799999999999997,0.0053018280138717455
부산 수영구,부산,수영구,2017,61,3,39,18,1,76909.0,179996.0,32621,18.12318052,"10,206,904.2","1,611,836.7",35.699999999999996,0.0059576902573170885
부산 수영구,부산,수영구,2018,45,1,33,14,0,86929.0,176246.0,33784,19.16866198,"10,207,091.5","1,612,074.2",28.299999999999997,0.004023973587640488
부산 수영구,부산,수영구,2019,65,0,37,29,4,93604.0,176148.0,35661,20.24490769,"10,212,429.4","1,611,078.7",34.599999999999994,0.004995513012264432
부산 수영구,부산,수영구,2020,42,3,24,16,1,101001.0,176894.0,37610,21.26132034,"10,212,704.0","1,615,386.6",24.599999999999998,0.0031247215374105206
부산 수영구,부산,수영구,2021,50,2,23,22,3,106936.0,175095.0,38971,22.25706045,"10,218,179.8","1,619,881.4",24.699999999999996,0.003256153213136829
부산 수영구,부산,수영구,2022,57,3,28,24,3,118507.0,174806.0,40697,23.28123749,"10,218,071.9","1,619,623.0",29.799999999999997,0.003432708616368653
부산 수영구,부산,수영구,2023,62,2,37,19,6,125428.0,174518.0,42528,24.36883301,"10,217,447.7","1,620,113.2",33.6,0.0035845265809867017
부산 연제구,부산,연제구,2012,37,1,25,10,2,80019.0,211536.0,26353,12.45792678,"12,078,958.6","1,747,441.0",21.5,0.0034616778515102666
부산 연제구,부산,연제구,2013,40,1,25,13,1,80109.0,209290.0,27994,13.37569879,"12,078,999.6","1,748,052.1",22.4,0.003674992822279644
부산 연제구,부산,연제구,2014,37,1,25,10,1,89034.0,208012.0,29397,14.13235775,"12,079,367.3","1,746,198.9",21.5,0.003111171013320754
부산 연제구,부산,연제구,2015,49,2,34,16,0,98416.0,210718.0,31042,14.73153694,"12,097,272.6","1,758,202.3",30.599999999999998,0.003857096407088278
부산 연제구,부산,연제구,2016,50,2,29,18,1,90354.0,207268.0,31832,15.35789413,"12,099,126.5","1,757,327.0",27.699999999999996,0.004052947296190539
부산 연제구,부산,연제구,2017,54,1,41,10,3,94625.0,206742.0,33600,16.25214035,"12,098,570.9","1,756,322.3",32.7,0.004356142668428005
부산 연제구,부산,연제구,2018,59,4,32,24,1,89860.0,207840.0,35526,17.09295612,"12,098,453.2","1,760,370.9",33.599999999999994,0.0048697974627197865
부산 연제구,부산,연제구,2019,54,1,24,26,3,98311.0,209395.0,37891,18.09546551,"12,098,902.6","1,767,277.6",25.599999999999998,0.0037594979198665463
부산 연제구,부산,연제구,2020,61,5,36,19,2,101714.0,209157.0,40515,19.37061633,"12,099,534.7","1,772,795.9",35.9,0.004516585720746407
부산 연제구,부산,연제구,2021,52,1,35,17,2,106262.0,207144.0,42313,20.42685282,"12,102,000.6","1,780,729.0",30.6,0.0036852308445163838
